right_echo_point
0.0080355657,0.0089117764,0.0150037408
left_echo_point
0.0080105597,0.0089117764,0.0149612306
distance

angle

emit_points
"(3908, 2825)"
echo_points
"(8339, 2942)","(158199411143638, 77159008307601)","(11745, 157)"
echo_points_power
664.5217971572313,213.48509317476717,104.4828702940886
echo_points_time_r_l
"[0.0080355657, 0.0080105597]","[0.0089117764, 0.0089117764]","[0.0150037408, 0.0149612306]"
echo_points_power_r_l
"[366.56044169993845, 297.96135545729277]","[106.51177541867465, 106.97331775609253]","[53.708502560099106, 50.774367733989486]"
