right_echo_point
0.0087387348,0.0096624568,0.0148552051
left_echo_point
0.0027668301,0.0087432358,0.0096919639,0.0148542048
distance

angle

emit_points
"(3517, 2667)"
echo_points
"(8345, 2774)","(8311, 5034)","(11705, 2102)"
echo_points_power
298.9617112236675,170.6071530918478,90.5855236224642
echo_points_time_r_l
"[0.0087387348, 0.0087432358]","[0.0096624568, 0.0096919639]","[0.0148552051, 0.0148542048]"
echo_points_power_r_l
"[161.0068982547025, 137.95481296896506]","[84.15298270671032, 86.45417038513747]","[42.73852735965549, 47.846996262808695]"
