right_echo_point
0.0031662402,0.0033816916,0.0035971431,0.0107462173
left_echo_point
0.0034051863,0.0107427165
distance

angle

emit_points
"(6442, 2825)"
echo_points
"(8317, 2789)","(11716, 100)"
echo_points_power
1133.4814953212099,160.7403291172813
echo_points_time_r_l
"[0.0033816916, 0.0034051863]","[0.0107462173, 0.0107427165]"
echo_points_power_r_l
"[652.8674801508697, 480.6140151703401]","[80.53143937236224, 80.20888974491908]"
