right_echo_point
0.0038020969,0.0098730074,0.0108297374,0.0159538556
left_echo_point
0.0037826013,0.0098655056,0.0108422404,0.0159433726
distance

angle

emit_points
"(2908, 2467)"
echo_points
"(4992, 2253)","(8332, 3023)","(8336, 4994)","(11708, 2927)"
echo_points_power
147.73067063219818,131.6336906243317,203.35558306192073,143.46064992607356
echo_points_time_r_l
"[0.0038020969, 0.0037826013]","[0.0098730074, 0.0098655056]","[0.0108297374, 0.0108422404]","[0.0159538556, 0.0159433726]"
echo_points_power_r_l
"[69.35953406981662, 78.37113656238157]","[70.41581912606888, 61.21787149826283]","[102.30563795220016, 101.04994510972057]","[57.793714088143595, 85.66693583792996]"
