right_echo_point

left_echo_point

distance

angle

emit_points
"(8833, 2267)"
echo_points
"(8752.0, 2151.0)"
echo_points_power

echo_points_time_r_l
"[(-100, -100)]"
echo_points_power_r_l

