right_echo_point
0.0084306607,0.0086462125,0.0089337816,0.0092978692,0.0157307182
left_echo_point
0.0086437119,0.0093168737,0.0157077555
distance

angle

emit_points
"(3567, 3067)"
echo_points
"(8343, 3119)","(8356, 4940)","(11760, 186)"
echo_points_power
1266.348889636905,245.10710735663497,217.71216682343723
echo_points_time_r_l
"[0.0086462125, 0.0086437119]","[0.0092978692, 0.0093168737]","[0.0157307182, 0.0157077555]"
echo_points_power_r_l
"[609.917159611124, 656.4317300257809]","[122.58963665375232, 122.51747070288263]","[107.36272776944719, 110.34943905399004]"
