right_echo_point
0.0089702904,0.0091863424,0.0094003938,0.0094769122,0.0098770084,0.0161600206
left_echo_point
0.0089587877,0.0091748396,0.0098910118,0.0161310676
distance

angle

emit_points
"(3275, 2942)"
echo_points
"(8227, 2857)","(8346, 2854)","(8286, 5113)","(11725, 85)"
echo_points_power
119.4523727655326,1340.5705591690403,266.6203844891006,204.06233842483445
echo_points_time_r_l
"[0.0089702904, 0.0089587877]","[0.0091863424, 0.0091748396]","[0.0098770084, 0.0098910118]","[0.0161600206, 0.0161310676]"
echo_points_power_r_l
"[62.564834537288085, 56.88753822824452]","[700.1381225598832, 640.432436609157]","[125.60418152632144, 141.01620296277915]","[108.03774338245755, 96.0245950423769]"
