right_echo_point
0.004893811,0.0049683289,0.0051838807,0.0053969319,0.0057790237
left_echo_point
0.0049088146,0.0049828324,0.0051983842,0.0054104351,0.0058220341
distance

angle

emit_points
"(5458, 3550)"
echo_points
"(8166, 3568)","(5241, 830)","(8207, 3546)","(8326, 3546)","(8443, 3494)","(8191, 5224)"
echo_points_power
98.43818491375986,122.44610122735338,144.0077846112295,1686.8375231764603,147.0973211644889,159.66467560168562
echo_points_time_r_l
"[0.004893811, 0.0049088146]","[0.0049683289, 0.0049088146]","[0.0049683289, 0.0049828324]","[0.0051838807, 0.0051983842]","[0.0053969319, 0.0054104351]","[0.0057790237, 0.0058220341]"
echo_points_power_r_l
"[49.217151889442, 49.221033024317855]","[73.22506820303552, 49.221033024317855]","[73.22506820303552, 70.782716408194]","[845.0490865955975, 841.7884365808628]","[71.94278920685012, 75.15453195763877]","[102.9938348093671, 56.67084079231851]"
