right_echo_point
0.0039425823,0.011293849
left_echo_point
0.0039970954,0.011331358
distance

angle

emit_points
"(6125, 2892)"
echo_points
"(8318, 2839)","(11666, 1)"
echo_points_power
477.58429539198676,105.04692523349962
echo_points_time_r_l
"[0.0039425823, 0.0039970954]","[0.011293849, 0.011331358]"
echo_points_power_r_l
"[246.44058260254042, 231.14371278944634]","[52.33719994319153, 52.7097252903081]"
