right_echo_point
0.0040576099,0.0042731618,0.0044887136
left_echo_point
0.0040381053,0.0042531569,0.0044677085
distance

angle

emit_points
"(9467, 1933)"
echo_points
"(11698, 1782)","(11815, 1754)","(11930, 1702)"
echo_points_power
162.94611657749493,1900.7730597246873,164.87503823882594
echo_points_time_r_l
"[0.0040576099, 0.0040381053]","[0.0042731618, 0.0042531569]","[0.0044887136, 0.0044677085]"
echo_points_power_r_l
"[85.09126190415905, 77.8548546733359]","[1009.2935643543026, 891.4794953703846]","[85.46157134055888, 79.41346689826706]"
