right_echo_point
0.0074919355,0.008486174,0.0144501077
left_echo_point
0.0074894349,0.0085106799,0.0144276023
distance

angle

emit_points
"(4200, 2750)"
echo_points
"(8337, 2867)","(8348, 4952)","(11792, 298)"
echo_points_power
518.5528322238813,142.95872495426778,228.1690973437802
echo_points_time_r_l
"[0.0074919355, 0.0074894349]","[0.008486174, 0.0085106799]","[0.0144501077, 0.0144276023]"
echo_points_power_r_l
"[288.86816273222206, 229.68466949165918]","[73.09227738519516, 69.8664475690726]","[113.67288189856593, 114.49621544521428]"
