right_echo_point
0.0025033895,0.0084906751,0.0094879149,0.0145946424
left_echo_point
0.0024818943,0.0084851738,0.0095119206,0.0145876408
distance

angle

emit_points
"(3658, 2600)"
echo_points
"(4989, 2246)","(8347, 2662)","(8228, 5180)","(11719, 2506)"
echo_points_power
100.45044567777421,213.4288992338182,154.28351109089175,105.66470558236284
echo_points_time_r_l
"[0.0025033895, 0.0024818943]","[0.0084906751, 0.0084851738]","[0.0094879149, 0.0095119206]","[0.0145946424, 0.0145876408]"
echo_points_power_r_l
"[47.98699676425405, 52.46344891352017]","[114.47446747904688, 98.95443175477133]","[78.83150872724177, 75.45200236364998]","[50.16344521400871, 55.50126036835413]"
