right_echo_point
0.0084671695,0.0092953686
left_echo_point
0.0082511175,0.0084676696,0.0092698624
distance

angle

emit_points
"(7000, 2133)"
echo_points
"(11678, 2172)","(11648, -35)"
echo_points_power
1067.3528273844477,202.9298171677853
echo_points_time_r_l
"[0.0084671695, 0.0084676696]","[0.0092953686, 0.0092698624]"
echo_points_power_r_l
"[478.60739741105397, 588.7454299733938]","[94.41137110808656, 108.51844605969876]"
