right_echo_point
0.0037566072,0.0039715893,0.0041871411,0.0112503385
left_echo_point
0.0039740899,0.0112248324
distance

angle

emit_points
"(6125, 2800)"
echo_points
"(8319, 2853)","(11705, 77)"
echo_points_power
1043.9521522102204,149.0478400127399
echo_points_time_r_l
"[0.0039715893, 0.0039740899]","[0.0112503385, 0.0112248324]"
echo_points_power_r_l
"[606.7963119973714, 437.15584021284894]","[72.67070198452106, 76.37713802821884]"
