right_echo_point
0.0063316566,0.0064061745,0.0066222264,0.0069117961,0.0075429478,0.0137754455
left_echo_point
0.006333157,0.0064076749,0.0066237268,0.0069132964,0.0075739552,0.0137549406
distance

angle

emit_points
"(4675, 2958)"
echo_points
"(8173, 2984)","(8215, 2984)","(8334, 2985)","(8494, 2986)","(8294, 5041)","(11782, 249)"
echo_points_power
109.14537335041075,155.94377154153113,1817.6323648337707,112.75720026030774,144.72451408546368,189.82689448790748
echo_points_time_r_l
"[0.0063316566, 0.006333157]","[0.0064061745, 0.0064076749]","[0.0066222264, 0.0066237268]","[0.0069117961, 0.0069132964]","[0.0075429478, 0.0075739552]","[0.0137754455, 0.0137549406]"
echo_points_power_r_l
"[54.917684959263575, 54.22768839114717]","[77.92181359036566, 78.02195795116549]","[909.2936567805351, 908.3387080532356]","[55.83669323277889, 56.920507027528856]","[75.58460331229307, 69.13991077317061]","[94.38125553865648, 95.445638949251]"
