right_echo_point
0.0014345095,0.0059075546,0.0059820726,0.0061976244,0.0064876941,0.0071683577,0.0133913532
left_echo_point
0.0013735091,0.0059060543,0.0059805722,0.006196124,0.0064861937,0.0071958643,0.0133668473
distance

angle

emit_points
"(4908, 2967)"
echo_points
"(8171, 3000)","(8213, 3000)","(8332, 3002)","(8492, 3003)","(8375, 4898)","(11764, 202)"
echo_points_power
110.48546922389419,159.04958648720867,1858.3386135560809,116.09078246519022,126.3808899110997,179.27007059603255
echo_points_time_r_l
"[0.0059075546, 0.0059060543]","[0.0059820726, 0.0059805722]","[0.0061976244, 0.006196124]","[0.0064876941, 0.0064861937]","[0.0071683577, 0.0071958643]","[0.0133913532, 0.0133668473]"
echo_points_power_r_l
"[54.22583755041962, 56.259631673474566]","[76.8341625159683, 82.21542397124036]","[902.7064142816068, 955.6321992744741]","[56.59314047190381, 59.4976419932864]","[63.303255237252635, 63.07763467384706]","[90.26375768957782, 89.00631290645472]"
