right_echo_point
0.0089207785,0.0097939884
left_echo_point
0.0089232791,0.0098179942
distance

angle

emit_points
"(3417, 2717)"
echo_points
"(8342, 2921)","(8387, 4873)"
echo_points_power
400.12972403507933,184.1203106541028
echo_points_time_r_l
"[0.0089207785, 0.0089232791]","[0.0097939884, 0.0098179942]"
echo_points_power_r_l
"[221.1791855829333, 178.95053845214602]","[94.7652524400375, 89.35505821406531]"
