right_echo_point
0.0026973458,0.0029122974
left_echo_point
0.0026583546,0.0028738061
distance

angle

emit_points
"(10217, 1408)"
echo_points
"(11696, 1401)","(11816, 1418)"
echo_points_power
107.79416572836328,1267.928973861432
echo_points_time_r_l
"[0.0026973458, 0.0026583546]","[0.0029122974, 0.0028738061]"
echo_points_power_r_l
"[54.15596222703616, 53.63820350132712]","[639.991371191091, 627.937602670341]"
