right_echo_point
0.0004695022
left_echo_point
0.0004135018
distance

angle

emit_points
"(11558, 2183)"
echo_points
"(11802, 2198)"
echo_points_power
1087.3209559152638
echo_points_time_r_l
"[0.0004695022, 0.0004135018]"
echo_points_power_r_l
"[456.98411305993585, 630.3368428553279]"
