right_echo_point
0.007531445,0.0077479971,0.0079650488,0.0086112041,0.014767684
left_echo_point
0.0075344457,0.0077509978,0.0079685496,0.0086417114,0.0147491796
distance

angle

emit_points
"(4058, 2875)"
echo_points
"(8220, 2864)","(8339, 2864)","(8459, 2900)","(8290, 5066)","(11677, -29)"
echo_points_power
102.7482882133458,1202.445412530914,113.12591321848996,176.21329251467347,213.5889296174524
echo_points_time_r_l
"[0.007531445, 0.0075344457]","[0.0077479971, 0.0077509978]","[0.0079650488, 0.0079685496]","[0.0086112041, 0.0086417114]","[0.014767684, 0.0147491796]"
echo_points_power_r_l
"[56.98078160199832, 45.76750661134747]","[659.8074586862759, 542.637953844638]","[61.50741736595566, 51.6184958525343]","[90.76533627260694, 85.44795624206654]","[106.80621906979502, 106.78271054765739]"
