right_echo_point
0.0081170853,0.0083311368,0.0089777922,0.015087761
left_echo_point
0.0081120841,0.008997797,0.015062755
distance

angle

emit_points
"(3858, 2833)"
echo_points
"(8341, 2852)","(8382, 4882)","(11710, 55)"
echo_points_power
891.9741244855838,180.9176414305299,216.17059921951636
echo_points_time_r_l
"[0.0081170853, 0.0081120841]","[0.0089777922, 0.008997797]","[0.015087761, 0.015062755]"
echo_points_power_r_l
"[495.06873468399283, 396.905389801591]","[88.78514051374259, 92.1325009167873]","[102.04685925253152, 114.12373996698484]"
