right_echo_point
0.0039920942,0.0040671122,0.004282664,0.0045732339,0.0120705357
left_echo_point
0.004012099,0.0040866169,0.0043021687,0.0045912382,0.0120600332
distance

angle

emit_points
"(5950, 3433)"
echo_points
"(8161, 3447)","(6154, 1211)","(8202, 3428)","(8321, 3428)","(8481, 3361)","(11779, 199)"
echo_points_power
110.90359364454048,136.53542363036712,162.84411424761853,1875.112201378296,125.71356392445571,114.24544501157652
echo_points_time_r_l
"[0.0039920942, 0.004012099]","[0.0040671122, 0.004012099]","[0.0040671122, 0.0040866169]","[0.004282664, 0.0043021687]","[0.0045732339, 0.0045912382]","[0.0120705357, 0.0120600332]"
echo_points_power_r_l
"[55.63318762962697, 55.27040601491351]","[81.26501761545362, 55.27040601491351]","[81.26501761545362, 81.57909663216492]","[935.8358076425649, 939.2763937357313]","[61.61012862484059, 64.10343529961513]","[55.591592412379384, 58.65385259919713]"
