right_echo_point
0.0044402019,0.0104746521,0.0113028511,0.0165798385
left_echo_point
0.0044111949,0.010457648,0.0113053517,0.0165553782
distance

angle

emit_points
"(2575, 2592)"
echo_points
"(4992, 2220)","(8346, 2958)","(8350, 4970)","(11708, 1967)"
echo_points_power
96.30662929267693,191.9910396201317,240.0809811480037,103.42543739246169
echo_points_time_r_l
"[0.0044402019, 0.0044111949]","[0.0104746521, 0.010457648]","[0.0113028511, 0.0113053517]","[0.0165798385, 0.0165553782]"
echo_points_power_r_l
"[46.63969544276306, 49.66693384991387]","[101.43699207821452, 90.55404754191716]","[119.01958051793345, 121.06140063007025]","[56.21999558838893, 47.205441804072755]"
