right_echo_point
0.0001880001,0.000310501,0.0004065018,0.0004895024,0.000564003,0.0007795046,0.0009945062,0.0010690067,0.0011530074,0.0012490081,0.001369509
left_echo_point
0.0004025017,0.0004855024,0.0005600029,0.0007750046,0.0009910061,0.0010655067,0.0011495074
distance

angle

emit_points
"(7875, 2825)"
echo_points
"(8097, 2822)","(8144, 2821)","(8185, 2820)","(8304, 2815)","(8423, 2822)","(8464, 2822)","(8511, 2821)"
echo_points_power
193.66420190017607,236.58063880289376,342.6844887416405,4000.375658529376,336.54614907037876,236.69173766441406,185.99654862528254
echo_points_time_r_l
"[0.0004065018, 0.0004025017]","[0.0004895024, 0.0004855024]","[0.000564003, 0.0005600029]","[0.0007795046, 0.0007750046]","[0.0009945062, 0.0009910061]","[0.0010690067, 0.0010655067]","[0.0011530074, 0.0011495074]"
echo_points_power_r_l
"[124.45218294689137, 69.21201895328468]","[151.9503951910797, 84.63024361181405]","[220.53005350417246, 122.15443523746804]","[2573.691903473292, 1426.6837550560838]","[217.93884651264528, 118.60730255773348]","[153.03589745664482, 83.65584020776923]","[118.97154466444519, 67.02500396083735]"
