right_echo_point
0.0023069337,0.0057545179,0.0059695696,0.0061856215,0.0065642125,0.0135563929
left_echo_point
0.0022519461,0.0057790237,0.0059945756,0.0066092233,0.0135548925
distance

angle

emit_points
"(5025, 3450)"
echo_points
"(5009, 2191)","(8210, 3393)","(8330, 3420)","(8368, 4887)","(11732, 117)"
echo_points_power
305.01227386599,111.49636072047844,1291.440499554246,118.30525522315293,154.90435934376805
echo_points_time_r_l
"[0.0023069337, 0.0022519461]","[0.0057545179, 0.0057790237]","[0.0059695696, 0.0059945756]","[0.0065642125, 0.0066092233]","[0.0135563929, 0.0135548925]"
echo_points_power_r_l
"[148.4917334286598, 156.52054043733014]","[56.280793536645774, 55.21556718383267]","[646.1770116759022, 645.2634878783438]","[68.87686220724517, 49.42839301590775]","[77.8336520034889, 77.07070734027916]"
