right_echo_point
0.0007620045,0.0008655053
left_echo_point
0.0007375043,0.000830505
distance

angle

emit_points
"(11467, 2442)"
echo_points
"(11839, 2261)","(11838, 2157)"
echo_points_power
138.14211900378018,159.64220175333986
echo_points_time_r_l
"[0.0007620045, 0.0007375043]","[0.0008655053, 0.000830505]"
echo_points_power_r_l
"[57.77510453662431, 80.36701446715587]","[67.68037780011228, 91.96182395322757]"
