right_echo_point
0.0071083433,0.0073238951,0.0075394469,0.0081255874
left_echo_point
0.0071088434,0.0073243952,0.0081045823
distance

angle

emit_points
"(7625, 1958)"
echo_points
"(11551, 1854)","(11670, 1851)","(11771, 251)"
echo_points_power
123.21782708738448,1401.4605962949488,190.23180300922462
echo_points_time_r_l
"[0.0071083433, 0.0071088434]","[0.0073238951, 0.0073243952]","[0.0081255874, 0.0081045823]"
echo_points_power_r_l
"[64.34222706871918, 58.875600018665295]","[737.1613667057221, 664.2992295892267]","[103.7415529932859, 86.49025001593874]"
