right_echo_point
0.0012440081
left_echo_point
0.0011885077
distance

angle

emit_points
"(11133, 2217)"
echo_points
"(11804, 2182)"
echo_points_power
262.674044311797
echo_points_time_r_l
"[0.0012440081, 0.0011885077]"
echo_points_power_r_l
"[115.5708753379803, 147.10316897381668]"
