right_echo_point
0.0045437268,0.0047582784,0.0120695354
left_echo_point
0.0045877374,0.0048027891,0.005018841,0.0120910406
distance

angle

emit_points
"(5683, 2950)"
echo_points
"(8205, 2987)","(8324, 3021)","(11726, 117)"
echo_points_power
96.14854123689634,1128.9339777543537,163.2453367248945
echo_points_time_r_l
"[0.0045437268, 0.0045877374]","[0.0047582784, 0.0048027891]","[0.0120695354, 0.0120910406]"
echo_points_power_r_l
"[46.50902589108115, 49.63951534581519]","[544.6896026971127, 584.2443750572411]","[81.13861390995947, 82.10672281493505]"
