right_echo_point
0.0015395103,0.0061731185,0.0063886703,0.0066042221,0.0135959024
left_echo_point
0.00150201,0.0062111276,0.0064266794,0.0066422313,0.0136104058
distance

angle

emit_points
"(4792, 3008)"
echo_points
"(5003, 2195)","(8211, 3130)","(8329, 3135)","(8449, 3138)","(11706, 61)"
echo_points_power
233.2253318768154,109.66932634576575,1251.0949788258392,108.43173282226115,200.2565619999329
echo_points_time_r_l
"[0.0015395103, 0.00150201]","[0.0061731185, 0.0062111276]","[0.0063886703, 0.0064266794]","[0.0066042221, 0.0066422313]","[0.0135959024, 0.0136104058]"
echo_points_power_r_l
"[149.0149413558729, 84.21039052094248]","[51.351007182668795, 58.31831916309696]","[581.1092616360166, 669.9857171898226]","[50.51027865831539, 57.921454163945754]","[98.60555028742397, 101.65101171250895]"
