right_echo_point
0.0080000572,0.0089127766
left_echo_point
0.0080485689,0.0089422837
distance

angle

emit_points
"(7242, 2192)"
echo_points
"(11676, 2155)","(11722, 129)"
echo_points_power
397.6652641085194,172.24631504180718
echo_points_time_r_l
"[0.0080000572, 0.0080485689]","[0.0089127766, 0.0089422837]"
echo_points_power_r_l
"[185.9196028170697, 211.7456612914497]","[85.65634458358069, 86.5899704582265]"
