right_echo_point
0.0046872613,0.0049028131,0.0051203654
left_echo_point
0.0047167684,0.0049318201,0.0051483721,0.0057330127
distance

angle

emit_points
"(5608, 3375)"
echo_points
"(8206, 3388)","(8325, 3362)","(8444, 3309)"
echo_points_power
123.8804944707866,1437.0019566325886,121.23697260924108
echo_points_time_r_l
"[0.0046872613, 0.0047167684]","[0.0049028131, 0.0049318201]","[0.0051203654, 0.0051483721]"
echo_points_power_r_l
"[61.81984656688728, 62.06064790389933]","[715.7362883034709, 721.2656683291177]","[59.39146890787631, 61.84550370136477]"
