right_echo_point
0.006778264,0.0077985092
left_echo_point
0.0065607117,0.0067767636,0.0077670016
distance

angle

emit_points
"(7925, 2142)"
echo_points
"(11669, 2114)","(11631, -40)"
echo_points_power
1195.868608193864,134.41213125763733
echo_points_time_r_l
"[0.006778264, 0.0067767636]","[0.0077985092, 0.0077670016]"
echo_points_power_r_l
"[531.0458611733377, 664.8227470205264]","[66.3823848478182, 68.02974640981914]"
