right_echo_point
0.0028748058,0.0089057749,0.0099110166,0.0149997398
left_echo_point
0.0028543104,0.0088997735,0.009929521,0.0149927381
distance

angle

emit_points
"(3433, 2533)"
echo_points
"(4987, 2234)","(8343, 2816)","(8323, 5009)","(11711, 2870)"
echo_points_power
108.7900732370914,159.1723439114752,189.23531553216753,121.87069355977681
echo_points_time_r_l
"[0.0028748058, 0.0028543104]","[0.0089057749, 0.0088997735]","[0.0099110166, 0.009929521]","[0.0149997398, 0.0149927381]"
echo_points_power_r_l
"[51.56433107006396, 57.22574216702745]","[87.19919489569394, 71.97314901578127]","[94.34030248045295, 94.89501305171457]","[55.20273010735481, 66.667963452422]"
