right_echo_point
0.0040601105
left_echo_point
0.0040831161
distance

angle

emit_points
"(9575, 2317)"
echo_points
"(11822, 2216)"
echo_points_power
304.79212737312827
echo_points_time_r_l
"[0.0040601105, 0.0040831161]"
echo_points_power_r_l
"[136.45601362868783, 168.33611374444044]"
