right_echo_point
0.0059405626,0.0120125217,0.0127897086,0.0181003679
left_echo_point
0.0059265592,0.0120055201,0.0128012113,0.0180908833
distance

angle

emit_points
"(1733, 2500)"
echo_points
"(5002, 2247)","(8362, 2770)","(8377, 4917)","(11730, 2492)"
echo_points_power
134.64204364690988,131.77084048080854,258.6609575153634,178.39829188069513
echo_points_time_r_l
"[0.0059405626, 0.0059265592]","[0.0120125217, 0.0120055201]","[0.0127897086, 0.0128012113]","[0.0181003679, 0.0180908833]"
echo_points_power_r_l
"[63.614915550280095, 71.02712809662978]","[67.90627180467257, 63.864568676135974]","[129.89260057248984, 128.76835694287357]","[78.43000405968822, 99.96828782100692]"
