right_echo_point
0.0082246112,0.0091118244,0.0151607785
left_echo_point
0.0082176095,0.009130829,0.0151342722
distance

angle

emit_points
"(3800, 2783)"
echo_points
"(8342, 2810)","(8354, 4941)","(11710, 50)"
echo_points_power
630.3688118308678,177.28312004198273,276.0036297172911
echo_points_time_r_l
"[0.0082246112, 0.0082176095]","[0.0091118244, 0.009130829]","[0.0151607785, 0.0151342722]"
echo_points_power_r_l
"[349.7323730587339, 280.63643877213394]","[90.09146020096586, 87.19165984101689]","[132.90994431733262, 143.09368539995847]"
