right_echo_point
0.0088962726,0.0097449766
left_echo_point
0.0088872705,0.0097609805
distance

angle

emit_points
"(3433, 2750)"
echo_points
"(8346, 2786)","(8340, 4974)"
echo_points_power
463.34319284408355,221.22935100522398
echo_points_time_r_l
"[0.0088962726, 0.0088872705]","[0.0097449766, 0.0097609805]"
echo_points_power_r_l
"[256.0316300252926, 207.31156281879092]","[111.85805905184509, 109.37129195337887]"
