right_echo_point
0.0058555421,0.0119159985,0.0126771815,0.0180045236
left_echo_point
0.0058440394,0.0119139981,0.012691685,0.0180010293
distance

angle

emit_points
"(1783, 2542)"
echo_points
"(4998, 2205)","(8356, 2898)","(8413, 4814)","(11725, 2834)"
echo_points_power
130.00758143367474,164.46790498461712,231.06216005559153,130.22145113696365
echo_points_time_r_l
"[0.0058555421, 0.0058440394]","[0.0119159985, 0.0119139981]","[0.0126771815, 0.012691685]","[0.0180045236, 0.0180010293]"
echo_points_power_r_l
"[61.63219543239212, 68.37538600128262]","[85.45270680579407, 79.01519817882307]","[116.18491611763643, 114.8772439379551]","[52.82098847234628, 77.40046266461736]"
