right_echo_point
0.0091093238,0.0099455249
left_echo_point
0.0090988213,0.0099600283
distance

angle

emit_points
"(3317, 2742)"
echo_points
"(8347, 2739)","(8344, 4971)"
echo_points_power
441.09944047639544,227.4264784302201
echo_points_time_r_l
"[0.0091093238, 0.0090988213]","[0.0099455249, 0.0099600283]"
echo_points_power_r_l
"[241.7329353713934, 199.36650510500203]","[118.61222315806666, 108.81425527215345]"
