right_echo_point
0.0019765082,0.0020509914,0.0022664429,0.0024818943,0.0025563776,0.0098995138
left_echo_point
0.0020095007,0.0020844839,0.0022989355,0.0025148869,0.00258987,0.0099015143
distance

angle

emit_points
"(7050, 2950)"
echo_points
"(8150, 2895)","(7255, 1848)","(8191, 2905)","(8308, 2875)","(8428, 2882)","(7306, 1572)","(8470, 2894)","(11579, -117)"
echo_points_power
119.49187650448233,147.68733523514547,173.26055250992465,2027.3617431449788,172.46336457921035,145.2759117836514,121.07279938402692,121.64223603762994
echo_points_time_r_l
"[0.0019765082, 0.0020095007]","[0.0020509914, 0.0020095007]","[0.0020509914, 0.0020844839]","[0.0022664429, 0.0022989355]","[0.0024818943, 0.0025148869]","[0.0025563776, 0.0025148869]","[0.0025563776, 0.00258987]","[0.0098995138, 0.0099015143]"
echo_points_power_r_l
"[62.508337176232, 56.98353932825034]","[90.70379590689514, 56.98353932825034]","[90.70379590689514, 82.5567566030295]","[1063.2190709112851, 964.1426722336936]","[91.22640087567443, 81.23696370353593]","[64.03894808011547, 81.23696370353593]","[64.03894808011547, 57.033851303911455]","[61.53549159950539, 60.106744438124544]"
