right_echo_point
0.0022144546,0.0024294062,0.0026453575,0.0100415479
left_echo_point
0.0022559452,0.0024708968,0.0026868482,0.0100570517
distance

angle

emit_points
"(6958, 2958)"
echo_points
"(8191, 2903)","(8311, 2898)","(8429, 2893)","(11712, 89)"
echo_points_power
110.10968317878755,1297.305042366525,108.39731162458651,116.23140008097563
echo_points_time_r_l
"[0.0022144546, 0.0022559452]","[0.0024294062, 0.0024708968]","[0.0026453575, 0.0026868482]","[0.0100415479, 0.0100570517]"
echo_points_power_r_l
"[57.89279425887078, 52.21688891991676]","[686.6026172707241, 610.702425095801]","[57.46137581206034, 50.93593581252617]","[57.43767422718707, 58.793725853788565]"
