right_echo_point
0.0010545066,0.0058520413,0.0129302423
left_echo_point
0.0010155063,0.0059000528,0.0129602496
distance

angle

emit_points
"(5083, 2767)"
echo_points
"(5060, 2196)","(8330, 2809)","(11706, 67)"
echo_points_power
461.02083701333436,331.56860121462597,174.9382358543592
echo_points_time_r_l
"[0.0010545066, 0.0010155063]","[0.0058520413, 0.0059000528]","[0.0129302423, 0.0129602496]"
echo_points_power_r_l
"[177.80557138110146, 283.2152656322329]","[179.26818013546998, 152.300421079156]","[86.1635539082045, 88.77468194615469]"
