right_echo_point
0.0018290125,0.0019035131,0.0021184762,0.0023339277,0.0024089108,0.00975898
left_echo_point
0.0017710121,0.0018540127,0.0019290133,0.0021439705,0.0023594219,0.002434405,0.0097519783
distance

angle

emit_points
"(7133, 2933)"
echo_points
"(7012, 1946)","(8150, 2960)","(7346, 1917)","(8191, 2971)","(8310, 2975)","(8429, 2978)","(7404, 1644)","(8469, 2980)","(11816, 265)"
echo_points_power
113.3332930083887,125.78035617516255,152.56533746105262,182.34463033883696,2133.0018584378417,180.7279843461082,154.340813625909,127.06410995513802,121.47463770033778
echo_points_time_r_l
"[0.0018290125, 0.0017710121]","[0.0018290125, 0.0018540127]","[0.0019035131, 0.0018540127]","[0.0019035131, 0.0019290133]","[0.0021184762, 0.0021439705]","[0.0023339277, 0.0023594219]","[0.0024089108, 0.0023594219]","[0.0024089108, 0.002434405]","[0.00975898, 0.0097519783]"
echo_points_power_r_l
"[59.041168225418716, 54.29212478296997]","[59.041168225418716, 66.73918794974384]","[85.82614951130878, 66.73918794974384]","[85.82614951130878, 96.5184808275282]","[996.7973316188562, 1136.2045268189856]","[86.21790409284874, 94.51008025325947]","[59.83073337264952, 94.51008025325947]","[59.83073337264952, 67.2333765824885]","[59.402808820455135, 62.071828879882645]"
