Bat ID,Corr coef,tau [ms],with pulse or echo,first or last
G,-0.440504595,470,pulse direction,last
G,-0.46413614,480,pulse direction,last
G,-0.483815321,490,pulse direction,last
G,-0.505905005,500,pulse direction,last
G,-0.528250064,510,pulse direction,last
G,-0.546303431,520,pulse direction,last
G,-0.562979392,530,pulse direction,last
G,-0.60899155,540,pulse direction,last
G,-0.624972846,550,pulse direction,last
G,-0.639382583,560,pulse direction,last
G,-0.652201334,570,pulse direction,last
G,-0.663420053,580,pulse direction,last
G,-0.672999052,590,pulse direction,last
G,-0.681023317,600,pulse direction,last
G,0.081022726,-100,echo direction,last
G,0.11138884,-90,echo direction,last
G,0.157334762,-80,echo direction,last
G,0.201554379,-70,echo direction,last
G,0.243700535,-60,echo direction,last
G,0.283592713,-50,echo direction,last
G,0.321180102,-40,echo direction,last
G,0.356503246,-30,echo direction,last
G,0.375060826,-20,echo direction,last
G,0.410384484,-10,echo direction,last
G,0.429264183,0,echo direction,last
G,0.452352075,10,echo direction,last
G,0.486031894,20,echo direction,last
G,0.516565064,30,echo direction,last
G,0.544057999,40,echo direction,last
G,0.568560064,50,echo direction,last
G,0.590336253,60,echo direction,last
G,0.609620046,70,echo direction,last
G,0.626643254,80,echo direction,last
G,0.641620175,90,echo direction,last
G,0.65473858,100,echo direction,last
G,0.666069795,110,echo direction,last
G,0.675919169,120,echo direction,last
G,0.684288736,130,echo direction,last
G,0.691246467,140,echo direction,last
G,0.696835606,150,echo direction,last
G,0.701077795,160,echo direction,last
G,0.703976175,170,echo direction,last
G,0.705518359,180,echo direction,last
G,0.705679243,190,echo direction,last
G,0.703904047,200,echo direction,last
G,0.699850913,210,echo direction,last
G,0.694366524,220,echo direction,last
G,0.687398048,230,echo direction,last
G,0.678883384,240,echo direction,last
G,0.668793146,250,echo direction,last
G,0.657069257,260,echo direction,last
G,0.643674107,270,echo direction,last
G,0.623111348,280,echo direction,last
G,0.605427493,290,echo direction,last
G,0.586038231,300,echo direction,last
G,0.559830551,310,echo direction,last
G,0.536444443,320,echo direction,last
G,0.511436931,330,echo direction,last
G,0.484772512,340,echo direction,last
G,0.456554521,350,echo direction,last
G,0.426867106,360,echo direction,last
G,0.395911894,370,echo direction,last
G,0.361270829,380,echo direction,last
G,0.327578222,390,echo direction,last
G,0.297397964,400,echo direction,last
G,0.257496608,410,echo direction,last
G,0.221592994,420,echo direction,last
G,0.184678836,430,echo direction,last
G,0.147362349,440,echo direction,last
G,0.109829615,450,echo direction,last
G,0.072269869,460,echo direction,last
G,0.034872304,470,echo direction,last
G,0.029483942,480,echo direction,last
G,0.059926131,490,echo direction,last
G,0.017706769,500,echo direction,last
G,0.035344311,510,echo direction,last
G,-0.007854433,520,echo direction,last
G,-0.050945293,530,echo direction,last
G,-0.104152262,540,echo direction,last
G,-0.147803807,550,echo direction,last
G,-0.19096101,560,echo direction,last
G,-0.233488533,570,echo direction,last
G,-0.275255493,580,echo direction,last
G,-0.316149916,590,echo direction,last
G,-0.356026162,600,echo direction,last
H,-0.078277561,-100,pulse direction,first
H,-0.042743149,-90,pulse direction,first
H,0.02019902,-80,pulse direction,first
H,0.060734117,-70,pulse direction,first
H,0.125204843,-60,pulse direction,first
H,0.167075774,-50,pulse direction,first
H,0.230899002,-40,pulse direction,first
H,0.263593811,-30,pulse direction,first
H,0.301183637,-20,pulse direction,first
H,0.362385538,-10,pulse direction,first
H,0.40496084,0,pulse direction,first
H,0.447701512,10,pulse direction,first
H,0.501847282,20,pulse direction,first
H,0.551513836,30,pulse direction,first
H,0.596712957,40,pulse direction,first
H,0.637044396,50,pulse direction,first
H,0.673014779,60,pulse direction,first
H,0.704733717,70,pulse direction,first
H,0.732350631,80,pulse direction,first
H,0.756551533,90,pulse direction,first
H,0.777705841,100,pulse direction,first
H,0.796039125,110,pulse direction,first
H,0.812128403,120,pulse direction,first
H,0.825536879,130,pulse direction,first
H,0.836723908,140,pulse direction,first
H,0.846092871,150,pulse direction,first
H,0.853797745,160,pulse direction,first
H,0.859301557,170,pulse direction,first
H,0.864711608,180,pulse direction,first
H,0.868045884,190,pulse direction,first
H,0.872340319,200,pulse direction,first
H,0.876681732,210,pulse direction,first
H,0.878723176,220,pulse direction,first
H,0.879467764,230,pulse direction,first
H,0.878851991,240,pulse direction,first
H,0.876805861,250,pulse direction,first
H,0.884167853,260,pulse direction,first
H,0.880883844,270,pulse direction,first
H,0.875546397,280,pulse direction,first
H,0.868542393,290,pulse direction,first
H,0.859643634,300,pulse direction,first
H,0.848697987,310,pulse direction,first
H,0.836425102,320,pulse direction,first
H,0.821801468,330,pulse direction,first
H,0.833547063,340,pulse direction,first
H,0.831485448,350,pulse direction,first
H,0.813080788,360,pulse direction,first
H,0.791880421,370,pulse direction,first
H,0.776589125,380,pulse direction,first
H,0.750857107,390,pulse direction,first
H,0.7220279,400,pulse direction,first
H,0.697032079,410,pulse direction,first
H,0.66325986,420,pulse direction,first
H,0.626115153,430,pulse direction,first
H,0.587335707,440,pulse direction,first
H,0.560629496,450,pulse direction,first
H,0.517617622,460,pulse direction,first
H,0.474166817,470,pulse direction,first
H,0.427106703,480,pulse direction,first
H,0.378389837,490,pulse direction,first
H,0.309823271,500,pulse direction,first
H,0.229862049,510,pulse direction,first
H,0.179958096,520,pulse direction,first
H,0.094366381,530,pulse direction,first
H,0.04661437,540,pulse direction,first
H,-0.034838058,550,pulse direction,first
H,-0.079376195,560,pulse direction,first
H,-0.123120486,570,pulse direction,first
H,-0.248630054,580,pulse direction,first
H,-0.287705315,590,pulse direction,first
H,-0.40133957,600,pulse direction,first
H,-0.76445451,-100,echo direction,first
H,-0.690353504,-90,echo direction,first
H,-0.672053167,-80,echo direction,first
H,-0.597601992,-70,echo direction,first
H,-0.575955077,-60,echo direction,first
H,-0.50458242,-50,echo direction,first
H,-0.480806539,-40,echo direction,first
H,-0.410987422,-30,echo direction,first
H,-0.340385028,-20,echo direction,first
H,-0.319990051,-10,echo direction,first
H,-0.276672844,0,echo direction,first
H,-0.237648673,10,echo direction,first
H,-0.21457567,20,echo direction,first
H,-0.189696313,30,echo direction,first
H,-0.162827266,40,echo direction,first
H,-0.135180211,50,echo direction,first
H,-0.106614403,60,echo direction,first
H,-0.077743282,70,echo direction,first
H,-0.049116809,80,echo direction,first
H,-0.020322353,90,echo direction,first
H,0.008278696,100,echo direction,first
H,0.036610766,110,echo direction,first
H,0.077241168,120,echo direction,first
H,0.116036397,130,echo direction,first
H,0.141338447,140,echo direction,first
H,0.166369805,150,echo direction,first
H,0.191207965,160,echo direction,first
H,0.248693643,170,echo direction,first
H,0.27080683,180,echo direction,first
H,0.330503117,190,echo direction,first
H,0.369441955,200,echo direction,first
H,0.406636837,210,echo direction,first
H,0.422742587,220,echo direction,first
H,0.43863979,230,echo direction,first
H,0.454318198,240,echo direction,first
H,0.469785598,250,echo direction,first
H,0.522959489,260,echo direction,first
H,0.53524552,270,echo direction,first
H,0.579116827,280,echo direction,first
H,0.58773282,290,echo direction,first
H,0.595493044,300,echo direction,first
H,0.602508434,310,echo direction,first
H,0.635041691,320,echo direction,first
H,0.637559879,330,echo direction,first
H,0.662955754,340,echo direction,first
H,0.670133102,350,echo direction,first
H,0.664023478,360,echo direction,first
H,0.655970132,370,echo direction,first
H,0.647774094,380,echo direction,first
H,0.634661956,390,echo direction,first
H,0.619200933,400,echo direction,first
H,0.596109168,410,echo direction,first
H,0.577267968,420,echo direction,first
H,0.547072748,430,echo direction,first
H,0.52492306,440,echo direction,first
H,0.490571339,450,echo direction,first
H,0.459576832,460,echo direction,first
H,0.428705332,470,echo direction,first
H,0.402717722,480,echo direction,first
H,0.374891901,490,echo direction,first
H,0.328767297,500,echo direction,first
H,0.27751824,510,echo direction,first
H,0.252086628,520,echo direction,first
H,0.198373144,530,echo direction,first
H,0.175498343,540,echo direction,first
H,0.12194749,550,echo direction,first
H,0.102195706,560,echo direction,first
H,0.082391066,570,echo direction,first
H,0.008429984,580,echo direction,first
H,-0.005987406,590,echo direction,first
H,-0.077717609,600,echo direction,first
H,0.360320996,-100,pulse direction,last
H,0.42630906,-90,pulse direction,last
H,0.456719293,-80,pulse direction,last
H,0.510808824,-70,pulse direction,last
H,0.559657197,-60,pulse direction,last
H,0.603335955,-50,pulse direction,last
H,0.643365179,-40,pulse direction,last
H,0.664454804,-30,pulse direction,last
H,0.704926892,-20,pulse direction,last
H,0.740500569,-10,pulse direction,last
H,0.758166612,0,pulse direction,last
H,0.781606414,10,pulse direction,last
H,0.813071864,20,pulse direction,last
H,0.839419672,30,pulse direction,last
H,0.861241407,40,pulse direction,last
H,0.879040699,50,pulse direction,last
H,0.893223881,60,pulse direction,last
H,0.904101417,70,pulse direction,last
H,0.911894816,80,pulse direction,last
H,0.916745813,90,pulse direction,last
H,0.918398035,100,pulse direction,last
H,0.917876872,110,pulse direction,last
H,0.914123724,120,pulse direction,last
H,0.907388145,130,pulse direction,last
H,0.897551237,140,pulse direction,last
H,0.884468332,150,pulse direction,last
H,0.867978657,160,pulse direction,last
H,0.847843813,170,pulse direction,last
H,0.824039519,180,pulse direction,last
H,0.804779232,190,pulse direction,last
H,0.778388256,200,pulse direction,last
H,0.745658772,210,pulse direction,last
H,0.709000242,220,pulse direction,last
H,0.668386765,230,pulse direction,last
H,0.635496897,240,pulse direction,last
H,0.602610741,250,pulse direction,last
H,0.554482854,260,pulse direction,last
H,0.547061339,270,pulse direction,last
H,0.496871972,280,pulse direction,last
H,0.500355032,290,pulse direction,last
H,0.449127066,300,pulse direction,last
H,0.39516609,310,pulse direction,last
H,0.338699429,320,pulse direction,last
H,0.280003931,330,pulse direction,last
H,0.22014969,340,pulse direction,last
H,0.207000475,350,pulse direction,last
H,0.147557038,360,pulse direction,last
H,0.064518999,370,pulse direction,last
H,0.063192446,380,pulse direction,last
H,0.005146524,390,pulse direction,last
H,-0.053427071,400,pulse direction,last
H,-0.112262374,410,pulse direction,last
H,-0.171074494,420,pulse direction,last
H,-0.229561391,430,pulse direction,last
H,-0.2827001,440,pulse direction,last
H,-0.336098909,450,pulse direction,last
H,-0.420392653,460,pulse direction,last
H,-0.468284861,470,pulse direction,last
H,-0.515060646,480,pulse direction,last
H,-0.582842854,490,pulse direction,last
H,-0.622113589,500,pulse direction,last
H,-0.69144439,510,pulse direction,last
H,-0.722198406,520,pulse direction,last
H,-0.751539606,530,pulse direction,last
H,-0.779277825,540,pulse direction,last
H,-0.805184001,550,pulse direction,last
H,-0.831756876,560,pulse direction,last
H,-0.850439304,570,pulse direction,last
H,-0.873490712,580,pulse direction,last
H,-0.883949406,590,pulse direction,last
H,-0.89314808,600,pulse direction,last
H,-0.502548146,-100,echo direction,last
H,-0.446331588,-90,echo direction,last
H,-0.406460612,-80,echo direction,last
H,-0.35354663,-70,echo direction,last
H,-0.301503893,-60,echo direction,last
H,-0.251241217,-50,echo direction,last
H,-0.201932295,-40,echo direction,last
H,-0.150068806,-30,echo direction,last
H,-0.107204216,-20,echo direction,last
H,-0.065050486,-10,echo direction,last
H,-0.023554757,0,echo direction,last
H,0.016718725,10,echo direction,last
H,0.055959543,20,echo direction,last
H,0.094265256,30,echo direction,last
H,0.131612681,40,echo direction,last
H,0.168037847,50,echo direction,last
H,0.203608779,60,echo direction,last
H,0.238405617,70,echo direction,last
H,0.272506532,80,echo direction,last
H,0.305977862,90,echo direction,last
H,0.365387624,100,echo direction,last
H,0.370592338,110,echo direction,last
H,0.4023511,120,echo direction,last
H,0.433516011,130,echo direction,last
H,0.464019009,140,echo direction,last
H,0.493756832,150,echo direction,last
H,0.522589923,160,echo direction,last
H,0.550192202,170,echo direction,last
H,0.576611567,180,echo direction,last
H,0.611554337,190,echo direction,last
H,0.634890509,200,echo direction,last
H,0.651481835,210,echo direction,last
H,0.665880335,220,echo direction,last
H,0.677817109,230,echo direction,last
H,0.699789396,240,echo direction,last
H,0.714483093,250,echo direction,last
H,0.711045902,260,echo direction,last
H,0.715737704,270,echo direction,last
H,0.699639449,280,echo direction,last
H,0.68691425,290,echo direction,last
H,0.658469485,300,echo direction,last
H,0.62671948,310,echo direction,last
H,0.591719726,320,echo direction,last
H,0.553572699,330,echo direction,last
H,0.51296292,340,echo direction,last
H,0.493703053,350,echo direction,last
H,0.451198961,360,echo direction,last
H,0.392777043,370,echo direction,last
H,0.395631382,380,echo direction,last
H,0.351312268,390,echo direction,last
H,0.305103421,400,echo direction,last
H,0.2571802,410,echo direction,last
H,0.207742545,420,echo direction,last
H,0.15701515,430,echo direction,last
H,0.143553516,440,echo direction,last
H,0.095833041,450,echo direction,last
H,0.090039358,460,echo direction,last
H,0.046314415,470,echo direction,last
H,0.001849392,480,echo direction,last
H,0.002385289,490,echo direction,last
H,-0.03715291,500,echo direction,last
H,-0.03186776,510,echo direction,last
H,-0.065188481,520,echo direction,last
H,-0.099224373,530,echo direction,last
H,-0.1339318,540,echo direction,last
H,-0.169238044,550,echo direction,last
H,-0.213964509,560,echo direction,last
H,-0.253117104,570,echo direction,last
H,-0.299401547,580,echo direction,last
H,-0.33029697,590,echo direction,last
H,-0.390216565,600,echo direction,last
I,0.28380474,-100,pulse direction,fisrt
I,0.339991941,-90,pulse direction,fisrt
I,0.366099555,-80,pulse direction,fisrt
I,0.419274152,-70,pulse direction,fisrt
I,0.471497303,-60,pulse direction,fisrt
I,0.522051879,-50,pulse direction,fisrt
I,0.569948584,-40,pulse direction,fisrt
I,0.615377048,-30,pulse direction,fisrt
I,0.613549062,-20,pulse direction,fisrt
I,0.656017381,-10,pulse direction,fisrt
I,0.669631757,0,pulse direction,fisrt
I,0.687061988,10,pulse direction,fisrt
I,0.724592518,20,pulse direction,fisrt
I,0.759174846,30,pulse direction,fisrt
I,0.790509995,40,pulse direction,fisrt
I,0.818403579,50,pulse direction,fisrt
I,0.842764266,60,pulse direction,fisrt
I,0.86359438,70,pulse direction,fisrt
I,0.880974866,80,pulse direction,fisrt
I,0.895036914,90,pulse direction,fisrt
I,0.90598741,100,pulse direction,fisrt
I,0.914020015,110,pulse direction,fisrt
I,0.919351886,120,pulse direction,fisrt
I,0.922197483,130,pulse direction,fisrt
I,0.922759619,140,pulse direction,fisrt
I,0.921223594,150,pulse direction,fisrt
I,0.922597421,160,pulse direction,fisrt
I,0.912639661,170,pulse direction,fisrt
I,0.905745134,180,pulse direction,fisrt
I,0.897222645,190,pulse direction,fisrt
I,0.887185475,200,pulse direction,fisrt
I,0.875683966,210,pulse direction,fisrt
I,0.862749646,220,pulse direction,fisrt
I,0.848397198,230,pulse direction,fisrt
I,0.8326265,240,pulse direction,fisrt
I,0.815424709,250,pulse direction,fisrt
I,0.796898398,260,pulse direction,fisrt
I,0.776771786,270,pulse direction,fisrt
I,0.7551207,280,pulse direction,fisrt
I,0.731903201,290,pulse direction,fisrt
I,0.707076119,300,pulse direction,fisrt
I,0.680597747,310,pulse direction,fisrt
I,0.652580102,320,pulse direction,fisrt
I,0.629812384,330,pulse direction,fisrt
I,0.607412456,340,pulse direction,fisrt
I,0.576246108,350,pulse direction,fisrt
I,0.568728172,360,pulse direction,fisrt
I,0.536886774,370,pulse direction,fisrt
I,0.50336377,380,pulse direction,fisrt
I,0.507511483,390,pulse direction,fisrt
I,0.473878379,400,pulse direction,fisrt
I,0.438568953,410,pulse direction,fisrt
I,0.401587398,420,pulse direction,fisrt
I,0.362959149,430,pulse direction,fisrt
I,0.32273374,440,pulse direction,fisrt
I,0.316362255,450,pulse direction,fisrt
I,0.276210328,460,pulse direction,fisrt
I,0.234681976,470,pulse direction,fisrt
I,0.227941145,480,pulse direction,fisrt
I,0.187482523,490,pulse direction,fisrt
I,0.145418355,500,pulse direction,fisrt
I,0.102359955,510,pulse direction,fisrt
I,0.058407021,520,pulse direction,fisrt
I,0.046166987,530,pulse direction,fisrt
I,0.003863376,540,pulse direction,fisrt
I,-0.002619084,550,pulse direction,fisrt
I,-0.05714824,560,pulse direction,fisrt
I,-0.097723207,570,pulse direction,fisrt
I,-0.11527857,580,pulse direction,fisrt
I,-0.15307755,590,pulse direction,fisrt
I,-0.190903799,600,pulse direction,fisrt
I,-0.619117843,-100,echo direction,fisrt
I,-0.615953241,-90,echo direction,fisrt
I,-0.511479084,-80,echo direction,fisrt
I,-0.510681893,-70,echo direction,fisrt
I,-0.506912438,-60,echo direction,fisrt
I,-0.500154066,-50,echo direction,fisrt
I,-0.490728017,-40,echo direction,fisrt
I,-0.478360645,-30,echo direction,fisrt
I,-0.363351814,-20,echo direction,fisrt
I,-0.356891317,-10,echo direction,fisrt
I,-0.292418999,0,echo direction,fisrt
I,-0.24044131,10,echo direction,fisrt
I,-0.236949343,20,echo direction,fisrt
I,-0.231786121,30,echo direction,fisrt
I,-0.225001939,40,echo direction,fisrt
I,-0.216680404,50,echo direction,fisrt
I,-0.206930474,60,echo direction,fisrt
I,-0.195877521,70,echo direction,fisrt
I,-0.183654507,80,echo direction,fisrt
I,-0.170361191,90,echo direction,fisrt
I,-0.156193503,100,echo direction,fisrt
I,-0.141230331,110,echo direction,fisrt
I,-0.125573299,120,echo direction,fisrt
I,-0.109309052,130,echo direction,fisrt
I,-0.092509182,140,echo direction,fisrt
I,-0.075240141,150,echo direction,fisrt
I,-0.052687976,160,echo direction,fisrt
I,-0.0393949,170,echo direction,fisrt
I,-0.021188923,180,echo direction,fisrt
I,-0.002347729,190,echo direction,fisrt
I,0.0168437,200,echo direction,fisrt
I,0.036379142,210,echo direction,fisrt
I,0.056254831,220,echo direction,fisrt
I,0.076467915,230,echo direction,fisrt
I,0.097015002,240,echo direction,fisrt
I,0.117890759,250,echo direction,fisrt
I,0.138614304,260,echo direction,fisrt
I,0.160110059,270,echo direction,fisrt
I,0.181895139,280,echo direction,fisrt
I,0.203943598,290,echo direction,fisrt
I,0.226221305,300,echo direction,fisrt
I,0.248684877,310,echo direction,fisrt
I,0.271319813,320,echo direction,fisrt
I,0.293085574,330,echo direction,fisrt
I,0.311809467,340,echo direction,fisrt
I,0.330854796,350,echo direction,fisrt
I,0.347428962,360,echo direction,fisrt
I,0.362605601,370,echo direction,fisrt
I,0.377561714,380,echo direction,fisrt
I,0.387833388,390,echo direction,fisrt
I,0.398730638,400,echo direction,fisrt
I,0.409211414,410,echo direction,fisrt
I,0.419190487,420,echo direction,fisrt
I,0.428576816,430,echo direction,fisrt
I,0.437274905,440,echo direction,fisrt
I,0.44914941,450,echo direction,fisrt
I,0.451647829,460,echo direction,fisrt
I,0.453204065,470,echo direction,fisrt
I,0.453315322,480,echo direction,fisrt
I,0.447866296,490,echo direction,fisrt
I,0.441559013,500,echo direction,fisrt
I,0.434100792,510,echo direction,fisrt
I,0.425233997,520,echo direction,fisrt
I,0.411133619,530,echo direction,fisrt
I,0.395933468,540,echo direction,fisrt
I,0.359473195,550,echo direction,fisrt
I,0.353142158,560,echo direction,fisrt
I,0.33124707,570,echo direction,fisrt
I,0.300144085,580,echo direction,fisrt
I,0.273662815,590,echo direction,fisrt
I,0.246240152,600,echo direction,fisrt
I,0.666959503,-100,pulse direction,last
I,0.591716336,-90,pulse direction,last
I,0.630885765,-80,pulse direction,last
I,0.665554559,-70,pulse direction,last
I,0.694837164,-60,pulse direction,last
I,0.718152579,-50,pulse direction,last
I,0.73527193,-40,pulse direction,last
I,0.746308094,-30,pulse direction,last
I,0.675536973,-20,pulse direction,last
I,0.691451794,-10,pulse direction,last
I,0.671756549,0,pulse direction,last
I,0.662570466,10,pulse direction,last
I,0.665154853,20,pulse direction,last
I,0.677882566,30,pulse direction,last
I,0.67759405,40,pulse direction,last
I,0.672203726,50,pulse direction,last
I,0.662162069,60,pulse direction,last
I,0.64805802,70,pulse direction,last
I,0.630546578,80,pulse direction,last
I,0.610285204,90,pulse direction,last
I,0.588087093,100,pulse direction,last
I,0.564077744,110,pulse direction,last
I,0.53892067,120,pulse direction,last
I,0.512979359,130,pulse direction,last
I,0.486534927,140,pulse direction,last
I,0.459796289,150,pulse direction,last
I,0.432911715,160,pulse direction,last
I,0.40598017,170,pulse direction,last
I,0.379061557,180,pulse direction,last
I,0.35218548,190,pulse direction,last
I,0.32539809,200,pulse direction,last
I,0.298622967,210,pulse direction,last
I,0.271863627,220,pulse direction,last
I,0.245087836,230,pulse direction,last
I,0.218257166,240,pulse direction,last
I,0.19132916,250,pulse direction,last
I,0.164259027,260,pulse direction,last
I,0.137000979,270,pulse direction,last
I,0.109509321,280,pulse direction,last
I,0.081739389,290,pulse direction,last
I,0.053648379,300,pulse direction,last
I,0.020524024,310,pulse direction,last
I,-0.003391332,320,pulse direction,last
I,-0.044149951,330,pulse direction,last
I,-0.062352174,340,pulse direction,last
I,-0.092566555,350,pulse direction,last
I,-0.12327012,360,pulse direction,last
I,-0.154467665,370,pulse direction,last
I,-0.186153848,380,pulse direction,last
I,-0.218311628,390,pulse direction,last
I,-0.250910619,400,pulse direction,last
I,-0.283905374,410,pulse direction,last
I,-0.317233676,420,pulse direction,last
I,-0.350814934,430,pulse direction,last
I,-0.384459128,440,pulse direction,last
I,-0.418209929,450,pulse direction,last
I,-0.451848939,460,pulse direction,last
I,-0.485212679,470,pulse direction,last
I,-0.518117581,480,pulse direction,last
I,-0.550362048,490,pulse direction,last
I,-0.603436674,500,pulse direction,last
I,-0.630219731,510,pulse direction,last
I,-0.655785021,520,pulse direction,last
I,-0.679927254,530,pulse direction,last
I,-0.702440822,540,pulse direction,last
I,-0.723125504,550,pulse direction,last
I,-0.741792583,560,pulse direction,last
I,-0.755589206,570,pulse direction,last
I,-0.767767653,580,pulse direction,last
I,-0.777714629,590,pulse direction,last
I,-0.805842845,600,pulse direction,last
I,-0.03300157,-100,echo direction,last
I,-0.005404029,-90,echo direction,last
I,0.036758552,-80,echo direction,last
I,0.079503394,-70,echo direction,last
I,0.12194205,-60,echo direction,last
I,0.163203197,-50,echo direction,last
I,0.202517859,-40,echo direction,last
I,0.239283447,-30,echo direction,last
I,0.244990849,-20,echo direction,last
I,0.278248058,-10,echo direction,last
I,0.309288988,0,echo direction,last
I,0.33854786,10,echo direction,last
I,0.358080463,20,echo direction,last
I,0.389022667,30,echo direction,last
I,0.410066114,40,echo direction,last
I,0.428032211,50,echo direction,last
I,0.442871134,60,echo direction,last
I,0.454676715,70,echo direction,last
I,0.463652263,80,echo direction,last
I,0.470071632,90,echo direction,last
I,0.474152521,100,echo direction,last
I,0.476396713,110,echo direction,last
I,0.477003067,120,echo direction,last
I,0.476241271,130,echo direction,last
I,0.474346901,140,echo direction,last
I,0.47151994,150,echo direction,last
I,0.46792621,160,echo direction,last
I,0.463700433,170,echo direction,last
I,0.458949974,180,echo direction,last
I,0.453758713,190,echo direction,last
I,0.448201724,200,echo direction,last
I,0.442308238,210,echo direction,last
I,0.436119402,220,echo direction,last
I,0.429657531,230,echo direction,last
I,0.422935486,240,echo direction,last
I,0.415958268,250,echo direction,last
I,0.408724305,260,echo direction,last
I,0.401226482,270,echo direction,last
I,0.393452968,280,echo direction,last
I,0.385387883,290,echo direction,last
I,0.377011837,300,echo direction,last
I,0.351785507,310,echo direction,last
I,0.359412229,320,echo direction,last
I,0.351711291,330,echo direction,last
I,0.340051563,340,echo direction,last
I,0.329744713,350,echo direction,last
I,0.318961254,360,echo direction,last
I,0.307668403,370,echo direction,last
I,0.295833211,380,echo direction,last
I,0.28342322,390,echo direction,last
I,0.270407248,400,echo direction,last
I,0.256756306,410,echo direction,last
I,0.242444673,420,echo direction,last
I,0.227451106,430,echo direction,last
I,0.211843882,440,echo direction,last
I,0.195459337,450,echo direction,last
I,0.178370742,460,echo direction,last
I,0.160588974,470,echo direction,last
I,0.142136522,480,echo direction,last
I,0.123048635,490,echo direction,last
I,0.025845857,500,echo direction,last
I,-0.017219081,510,echo direction,last
I,-0.061079397,520,echo direction,last
I,-0.105552817,530,echo direction,last
I,-0.150431339,540,echo direction,last
I,-0.195484233,550,echo direction,last
I,-0.24046238,560,echo direction,last
I,-0.270217613,570,echo direction,last
I,-0.313225965,580,echo direction,last
I,-0.355690092,590,echo direction,last
I,-0.349912135,600,echo direction,last
MF,0.197746483,-100,pulse direction,first
MF,0.198070339,-90,pulse direction,first
MF,0.241475603,-80,pulse direction,first
MF,0.284571028,-70,pulse direction,first
MF,0.32653853,-60,pulse direction,first
MF,0.366483666,-50,pulse direction,first
MF,0.351674535,-40,pulse direction,first
MF,0.391452352,-30,pulse direction,first
MF,0.322952393,-20,pulse direction,first
MF,0.357196765,-10,pulse direction,first
MF,0.349381563,0,pulse direction,first
MF,0.34727011,10,pulse direction,first
MF,0.378355799,20,pulse direction,first
MF,0.407458336,30,pulse direction,first
MF,0.433977333,40,pulse direction,first
MF,0.457394949,50,pulse direction,first
MF,0.481948536,60,pulse direction,first
MF,0.493443413,70,pulse direction,first
MF,0.505799159,80,pulse direction,first
MF,0.514435156,90,pulse direction,first
MF,0.519520034,100,pulse direction,first
MF,0.521333018,110,pulse direction,first
MF,0.520204943,120,pulse direction,first
MF,0.516486341,130,pulse direction,first
MF,0.51052239,140,pulse direction,first
MF,0.502635543,150,pulse direction,first
MF,0.493175535,160,pulse direction,first
MF,0.482270978,170,pulse direction,first
MF,0.470197123,180,pulse direction,first
MF,0.457109239,190,pulse direction,first
MF,0.443196121,200,pulse direction,first
MF,0.428547918,210,pulse direction,first
MF,0.413254169,220,pulse direction,first
MF,0.397383706,230,pulse direction,first
MF,0.380988393,240,pulse direction,first
MF,0.36410647,250,pulse direction,first
MF,0.346765469,260,pulse direction,first
MF,0.328984769,270,pulse direction,first
MF,0.310777798,280,pulse direction,first
MF,0.292153968,290,pulse direction,first
MF,0.273120366,300,pulse direction,first
MF,0.253683253,310,pulse direction,first
MF,0.233849419,320,pulse direction,first
MF,0.213588988,330,pulse direction,first
MF,0.192989762,340,pulse direction,first
MF,0.172029096,350,pulse direction,first
MF,0.150726884,360,pulse direction,first
MF,0.129108488,370,pulse direction,first
MF,0.10720536,380,pulse direction,first
MF,0.085207321,390,pulse direction,first
MF,0.062860266,400,pulse direction,first
MF,0.040362644,410,pulse direction,first
MF,0.017772825,420,pulse direction,first
MF,-0.004854996,430,pulse direction,first
MF,-0.027430081,440,pulse direction,first
MF,-0.049704213,450,pulse direction,first
MF,-0.071886375,460,pulse direction,first
MF,-0.093814635,470,pulse direction,first
MF,-0.115441771,480,pulse direction,first
MF,-0.166012252,490,pulse direction,first
MF,-0.197056725,500,pulse direction,first
MF,-0.259420557,510,pulse direction,first
MF,-0.2813061,520,pulse direction,first
MF,-0.302231082,530,pulse direction,first
MF,-0.322114578,540,pulse direction,first
MF,-0.340888715,550,pulse direction,first
MF,-0.358499685,560,pulse direction,first
MF,-0.390468799,570,pulse direction,first
MF,-0.422685389,580,pulse direction,first
MF,-0.437320273,590,pulse direction,first
MF,-0.57837522,600,pulse direction,first
MF,-0.444915175,-100,echo direction,first
MF,-0.398092933,-90,echo direction,first
MF,-0.372879779,-80,echo direction,first
MF,-0.343678243,-70,echo direction,first
MF,-0.310413938,-60,echo direction,first
MF,-0.27359856,-50,echo direction,first
MF,-0.155801187,-40,echo direction,first
MF,-0.132307276,-30,echo direction,first
MF,-0.061509429,-20,echo direction,first
MF,-0.032622458,-10,echo direction,first
MF,-0.024597614,0,echo direction,first
MF,-0.014230235,10,echo direction,first
MF,0.018385917,20,echo direction,first
MF,0.052690316,30,echo direction,first
MF,0.08822248,40,echo direction,first
MF,0.124461296,50,echo direction,first
MF,0.175788468,60,echo direction,first
MF,0.196751561,70,echo direction,first
MF,0.231871168,80,echo direction,first
MF,0.265907304,90,echo direction,first
MF,0.298476349,100,echo direction,first
MF,0.32940315,110,echo direction,first
MF,0.358603345,120,echo direction,first
MF,0.386067548,130,echo direction,first
MF,0.41184313,140,echo direction,first
MF,0.436016506,150,echo direction,first
