right_echo_point
0.0023339277
left_echo_point
0.0023334278
distance

angle

emit_points
"(10608, 2675)"
echo_points
"(11799, 2182)"
echo_points_power
87.47620777245885
echo_points_time_r_l
"[0.0023339277, 0.0023334278]"
echo_points_power_r_l
"[42.588633587081155, 44.887574185377694]"
