right_echo_point
0.0082516177,0.0084681697,0.0086827213,0.0090148011
left_echo_point
0.0082516177,0.0084671695,0.0086837215,0.0087617403,0.0090007978
distance

angle

emit_points
"(7000, 1725)"
echo_points
"(11556, 1566)","(11672, 1484)","(11797, 1638)","(11798, 402)"
echo_points_power
125.6687181020722,1395.64193205872,127.99355454226023,293.62388226287226
echo_points_time_r_l
"[0.0082516177, 0.0082516177]","[0.0084681697, 0.0084671695]","[0.0086827213, 0.0086837215]","[0.0090148011, 0.0090007978]"
echo_points_power_r_l
"[61.018837039733526, 64.64988106233868]","[709.5836051454258, 686.0583269132941]","[60.44840720878571, 67.54514733347452]","[141.75695416284503, 151.86692810002725]"
