right_echo_point
0.0096749598,0.0104151377
left_echo_point
0.0096639572,0.0098800091,0.0103861308
distance

angle

emit_points
"(6342, 2150)"
echo_points
"(11684, 2103)","(11784, 304)"
echo_points_power
826.8674793161144,178.2822241781021
echo_points_time_r_l
"[0.0096749598, 0.0096639572]","[0.0104151377, 0.0103861308]"
echo_points_power_r_l
"[369.19120618275895, 457.6762731333555]","[82.31735235383405, 95.96487182426804]"
