right_echo_point
0.0016740113,0.0059165568,0.0059915748,0.0062071267,0.0064231786,0.0064976965,0.0070583313,0.0134973787
left_echo_point
0.0016165109,0.0058970521,0.00597157,0.006187622,0.0064771916,0.0070683337,0.0134553686
distance

angle

emit_points
"(4908, 3100)"
echo_points
"(5463, 2380)","(8171, 3165)","(5150, 6375)","(8213, 3137)","(8331, 3168)","(5309, 6641)","(8492, 3108)","(8303, 5024)","(11703, 55)"
echo_points_power
174.30972005316977,94.92649016780096,117.40613426112266,137.8261035245975,1612.1458527232753,120.51803491770625,99.15802831630467,181.10773986815457,123.37512951031707
echo_points_time_r_l
"[0.0016740113, 0.0016165109]","[0.0059165568, 0.0058970521]","[0.0059165568, 0.00597157]","[0.0059915748, 0.00597157]","[0.0062071267, 0.006187622]","[0.0064231786, 0.0064771916]","[0.0064976965, 0.0064771916]","[0.0070583313, 0.0070683337]","[0.0134973787, 0.0134553686]"
echo_points_power_r_l
"[78.17369838096292, 96.13602167220685]","[47.75027574507267, 47.17621442272829]","[47.75027574507267, 69.65585851604999]","[68.1702450085475, 69.65585851604999]","[800.4691581312526, 811.6766945920226]","[68.69963404830793, 51.81840086939831]","[47.339627446906356, 51.81840086939831]","[93.91298457953496, 87.1947552886196]","[62.63257889575561, 60.74255061456145]"
