right_echo_point
0.0078850295,0.0080995811,0.0088142529,0.0151977874
left_echo_point
0.0078055109,0.0078805285,0.0080960803,0.0088342577,0.0151732815
distance

angle

emit_points
"(3867, 3033)"
echo_points
"(8220, 3164)","(8336, 3241)","(8273, 5122)","(11848, 445)"
echo_points_power
128.60522657775576,1421.6946484667958,228.2002612863692,205.72616586124212
echo_points_time_r_l
"[0.0078850295, 0.0078805285]","[0.0080995811, 0.0080960803]","[0.0088142529, 0.0088342577]","[0.0151977874, 0.0151732815]"
echo_points_power_r_l
"[58.621654971289125, 69.98357160646663]","[657.6972860459755, 763.9973624208203]","[107.7652992501881, 120.4349620361811]","[100.4138980765088, 105.31226778473332]"
