right_echo_point
0.0049683289,0.0110367872,0.0118789896,0.0171199609
left_echo_point
0.0049568261,0.0110337865,0.0118949935,0.0171169657
distance

angle

emit_points
"(2267, 2500)"
echo_points
"(4993, 2214)","(8359, 2729)","(8423, 4787)","(11718, 2855)"
echo_points_power
148.66057662791084,143.29924896172173,204.29781470426263,157.57717856636367
echo_points_time_r_l
"[0.0049683289, 0.0049568261]","[0.0110367872, 0.0110337865]","[0.0118789896, 0.0118949935]","[0.0171199609, 0.0171169657]"
echo_points_power_r_l
"[70.138231514185, 78.52234511372585]","[77.65169101937825, 65.64755794234348]","[103.03896432090312, 101.2588503833595]","[64.45296089164756, 93.1242176747161]"
