right_echo_point
0.0014880099,0.0072523779,0.0083891507
left_echo_point
0.0072558788,0.008365145
distance

angle

emit_points
"(7667, 2350)"
echo_points
"(11673, 2233)","(11736, 145)"
echo_points_power
282.796748649567,121.50416360742372
echo_points_time_r_l
"[0.0072523779, 0.0072558788]","[0.0083891507, 0.008365145]"
echo_points_power_r_l
"[130.40238634243252, 152.39436230713451]","[59.91866690918301, 61.58549669824071]"
