right_echo_point
0.0019420134,0.0021574674,0.0023739187
left_echo_point
0.001895013,0.0021099781,0.0023249297
distance

angle

emit_points
"(10633, 1967)"
echo_points
"(11693, 1945)","(11811, 1927)","(11927, 1869)"
echo_points_power
125.69129562887329,1490.561659259146,124.03832391286625
echo_points_time_r_l
"[0.0019420134, 0.001895013]","[0.0021574674, 0.0021099781]","[0.0023739187, 0.0023249297]"
echo_points_power_r_l
"[63.277790997798945, 62.41350463107435]","[759.7572824558688, 730.804376803277]","[61.94918338206031, 62.089140530805935]"
