right_echo_point
0.0081650969,0.0093033705,0.0142445583,0.0149022164,0.0203282479
left_echo_point
0.0081650969,0.0092778644,0.0142480591,0.0149237216,0.0203307439
distance

angle

emit_points
"(508, 2500)"
echo_points
"(5013, 2264)","(5040, 90)","(8379, 2545)","(8349, 5030)","(11739, 2377)"
echo_points_power
148.21494488528535,131.63394897674064,139.70848229152188,269.0035120313118,190.60079829391444
echo_points_time_r_l
"[0.0081650969, 0.0081650969]","[0.0093033705, 0.0092778644]","[0.0142445583, 0.0142480591]","[0.0149022164, 0.0149237216]","[0.0203282479, 0.0203307439]"
echo_points_power_r_l
"[70.6709133575639, 77.54403152772144]","[65.33535963645522, 66.29858934028542]","[72.87076481702304, 66.83771747449882]","[136.8760072614135, 132.1275047698983]","[94.91608086860896, 95.68471742530548]"
