right_echo_point
0.0117754648,0.0119920168,0.0123766093
left_echo_point
0.0117624616,0.0123821106
distance

angle

emit_points
"(1858, 2842)"
echo_points
"(8359, 2905)","(8354, 4982)"
echo_points_power
673.0030536908928,293.4006450411623
echo_points_time_r_l
"[0.0117754648, 0.0117624616]","[0.0123766093, 0.0123821106]"
echo_points_power_r_l
"[366.72118868118827, 306.28186500970446]","[146.95804856492632, 146.44259647623602]"
