right_echo_point
0.0103826299,0.0105976816,0.0108867511,0.011040288,0.0176740605
left_echo_point
0.0103756282,0.0105906799,0.0108087324,0.0108867511,0.0110492902,0.0176476035
distance

angle

emit_points
"(2500, 3250)"
echo_points
"(8235, 3283)","(8353, 3285)","(8470, 3983)","(8378, 4890)","(11725, 72)"
echo_points_power
110.2230203113127,1183.0572359306968,99.49762436954055,371.3888763238941,249.80793754995247
echo_points_time_r_l
"[0.0103826299, 0.0103756282]","[0.0105976816, 0.0105906799]","[0.0108867511, 0.0108867511]","[0.011040288, 0.0110492902]","[0.0176740605, 0.0176476035]"
echo_points_power_r_l
"[56.59499298503001, 53.628027326282684]","[582.5589145804429, 600.498321350254]","[53.98989335129655, 45.507731018243994]","[185.18999740533806, 186.19887891855603]","[131.20672662251022, 118.60121092744225]"
