right_echo_point
0.0089192782,0.0098219952
left_echo_point
0.0029472895,0.0089262798,0.0098520024,0.015037749
distance

angle

emit_points
"(3417, 2675)"
echo_points
"(8346, 2732)","(8389, 4870)"
echo_points_power
311.13116504470577,182.22561010841662
echo_points_time_r_l
"[0.0089192782, 0.0089262798]","[0.0098219952, 0.0098520024]"
echo_points_power_r_l
"[165.4447184982785, 145.68644654642728]","[88.83014835139248, 93.39546175702415]"
