right_echo_point
0.0031897349,0.0091818413,0.0100900596,0.0152938105
left_echo_point
0.0031797371,0.0091878427,0.010116566,0.0152948108
distance

angle

emit_points
"(3275, 2633)"
echo_points
"(4985, 2221)","(8347, 2785)","(8448, 4729)","(11713, 2183)"
echo_points_power
95.84197116729942,243.89401114693956,174.8368897528201,97.33184363509827
echo_points_time_r_l
"[0.0031897349, 0.0031797371]","[0.0091818413, 0.0091878427]","[0.0100900596, 0.010116566]","[0.0152938105, 0.0152948108]"
echo_points_power_r_l
"[45.97254828085069, 49.869422886448724]","[128.0633536363873, 115.83065751055227]","[89.64199282748794, 85.19489692533216]","[49.07894361160917, 48.25290002348909]"
