right_echo_point
0.0026973458,0.0029122974,0.0031287486
left_echo_point
0.0028733062,0.003016274
distance

angle

emit_points
"(10217, 1808)"
echo_points
"(11815, 1800)"
echo_points_power
1264.6832902792175
echo_points_time_r_l
"[0.0029122974, 0.0028733062]"
echo_points_power_r_l
"[646.2612278509421, 618.4220624282754]"
