right_echo_point
0.0015090101,0.006079596,0.0062946477,0.0065101995,0.0072248713,0.0135058807
left_echo_point
0.0014565097,0.0060190815,0.0060935994,0.0063091512,0.0065992209,0.0072623803,0.0134948781
distance

angle

emit_points
"(4850, 3000)"
echo_points
"(5082, 2215)","(8213, 3025)","(8332, 3055)","(8464, 4719)","(11690, 25)"
echo_points_power
118.18083067857057,136.2857952045935,1573.4875599702045,100.71331336803536,198.02113868372493
echo_points_time_r_l
"[0.0015090101, 0.0014565097]","[0.006079596, 0.0060935994]","[0.0062946477, 0.0063091512]","[0.0072248713, 0.0072623803]","[0.0135058807, 0.0134948781]"
echo_points_power_r_l
"[49.691585389963485, 68.4892452886071]","[63.33292456833955, 72.95287063625396]","[723.0962333296305, 850.3913266405741]","[53.32211635095651, 47.39119701707885]","[99.81498538780681, 98.2061532959181]"
