right_echo_point
0.0032452224,0.003460174,0.0036756254,0.0108167343
left_echo_point
0.0032652179,0.0034806693,0.0036961208,0.0108077321
distance

angle

emit_points
"(6400, 2825)"
echo_points
"(8199, 2805)","(8317, 2820)","(8436, 2820)","(11646, -33)"
echo_points_power
116.6582094810787,1362.7437926608195,115.96884153952857,153.34777603782715
echo_points_time_r_l
"[0.0032452224, 0.0032652179]","[0.003460174, 0.0034806693]","[0.0036756254, 0.0036961208]","[0.0108167343, 0.0108077321]"
echo_points_power_r_l
"[67.56858607252425, 49.08962340855444]","[788.5191858317587, 574.2246068290608]","[67.32264458254001, 48.64619695698857]","[76.3231434789624, 77.02463255886477]"
